step,mean_deliveries,zero_delivery_rate,layout_train_coverage3,partners,pg_loss,value_loss,entropy,elapsed_s
94208,0.35,0.9,6,5,-3.357301466166973e-06,136.69625806808472,1.6126933544874191,353.9655478000641
96256,0.4,0.85,6,5,-0.0037760362029075623,6.1787551790475845,1.6088468506932259,361.12476778030396
98304,0.3,0.9,6,5,-0.004606690228683874,1.4166120402514935,1.6230097189545631,369.6486566066742
100352,0.05,0.95,6,5,-0.010293861443642527,2.7238207906484604,1.6312400847673416,377.76654505729675
102400,0.0,1.0,6,5,-0.010374758043326437,2.9165337905287743,1.6734888702630997,385.4487714767456
104448,0.1,0.9,6,5,0.0008448156877420843,32.23165535926819,1.6715193837881088,393.9894471168518
106496,0.15,0.85,6,5,-0.007343886187300086,14.36543208360672,1.6604233607649803,401.6814954280853
108544,0.1,0.9,6,5,-0.009089903149288148,7.926443129777908,1.655466802418232,409.87160181999207
110592,0.0,1.0,6,5,-0.008010513964109123,5.352306455373764,1.657286874949932,417.1541624069214
112640,0.0,1.0,6,5,-0.016998857667203993,1.6474501267075539,1.6467697322368622,425.31067752838135
114688,0.0,1.0,6,5,-0.012808330706320703,2.2113449051976204,1.6433915346860886,433.81503033638
116736,0.2,0.9,6,5,0.004978901008144021,19.113018959760666,1.633237473666668,441.1553406715393
118784,0.25,0.85,6,5,-0.0058680100191850215,15.968836784362793,1.6719742566347122,448.8369700908661
120832,0.2,0.9,6,5,-0.013889953086618334,1.9279270246624947,1.6545669883489609,455.8186709880829
122880,0.1,0.9,6,5,-0.005159989086678252,5.550182990729809,1.6719359457492828,463.61524295806885
124928,0.05,0.95,6,5,-0.01319729775423184,1.4298434779047966,1.6608496382832527,471.2715048789978
126976,0.15,0.9,6,5,-0.001805141568183899,32.359188199043274,1.626032903790474,478.94358253479004
129024,0.1,0.95,6,5,-0.0041315310227219015,6.392023965716362,1.6390722766518593,486.70173692703247
131072,0.1,0.9,6,5,-0.005843712890055031,12.9138845205307,1.6678307875990868,494.1000039577484
133120,0.1,0.9,6,5,-0.011151246915687807,2.7193621918559074,1.6459228843450546,501.2980101108551
135168,0.05,0.95,6,5,-0.006199285271577537,2.2362487390637398,1.6419753581285477,508.6304166316986
137216,0.0,1.0,6,5,-0.005510551854968071,10.100120335817337,1.613171748816967,515.4382162094116
139264,0.05,0.95,6,5,-0.007759529049508274,14.974830865859985,1.6099694818258286,521.9474453926086
141312,0.05,0.95,6,5,-0.009856298041995615,4.298677489161491,1.6488275974988937,529.568238735199
143360,0.0,1.0,6,5,-0.021742849436122924,1.1567388698458672,1.6727948188781738,537.3895642757416
145408,0.0,1.0,6,5,-0.01476340286899358,1.6718205362558365,1.6531633362174034,544.2690348625183
147456,0.0,1.0,6,5,-0.014719662503921427,1.55835323035717,1.6072217971086502,551.9223401546478
149504,0.05,0.95,6,5,-0.008843456336762756,5.964188098907471,1.6221099942922592,559.0122816562653
151552,0.05,0.95,6,5,-0.018484784523025155,1.060206938534975,1.628348469734192,567.4106104373932
153600,0.2,0.9,6,5,-0.00429080578032881,20.34801584482193,1.6254111379384995,574.9626846313477
155648,0.2,0.9,6,5,-0.0036356692435219884,7.566386282444,1.6342740505933762,582.461597442627
157696,0.1,0.9,6,5,-0.0037169097922742367,15.290023982524872,1.6074973493814468,590.656977891922
159744,0.05,0.95,6,5,-0.003950189391616732,5.058702722191811,1.5985417813062668,597.9142715930939
161792,0.05,0.95,6,5,-0.015589048445690423,2.098680280148983,1.6375194862484932,605.483494758606
163840,0.0,1.0,6,5,-0.009231129923136905,1.0321125127375126,1.641138568520546,613.1953611373901
165888,0.0,1.0,6,5,-0.004581853427225724,24.979965388774872,1.634229987859726,620.3389549255371
167936,0.15,0.95,7,5,-0.005712692945962772,31.810267508029938,1.6592556834220886,628.4327030181885
169984,0.3,0.8,7,5,-0.004546043113805354,13.385382860898972,1.647800475358963,635.8707194328308
172032,0.2,0.8,7,5,-0.006807780213421211,9.222137480974197,1.6318291276693344,643.9817945957184
174080,0.25,0.8,7,5,-0.003346668148878962,24.187531769275665,1.6376919373869896,651.0075838565826
176128,0.2,0.85,7,5,-0.010945898335194215,5.305608153343201,1.624213956296444,658.7566101551056
178176,0.0,1.0,7,5,-0.00799570296658203,4.2563686817884445,1.6439103931188583,667.0196874141693
180224,0.05,0.95,7,5,-0.004359389509772882,12.427384942770004,1.6269996613264084,675.2169065475464
182272,0.1,0.9,7,5,-0.004110913403565064,6.875516504049301,1.650835633277893,682.904953956604
184320,0.15,0.85,7,5,-0.007597694173455238,20.57531064748764,1.6141105368733406,690.5905344486237
186368,0.2,0.8,7,5,-0.001953684666659683,19.16573292016983,1.5800199210643768,698.5490679740906
188416,0.15,0.85,7,5,-0.004293417383451015,13.10409289598465,1.6032348275184631,706.2494080066681
190464,0.15,0.85,7,5,-0.002496715635061264,25.131319522857666,1.617583841085434,714.3056690692902
192512,0.1,0.9,7,5,-0.013730712933465838,2.019478864967823,1.6928477957844734,720.5452075004578
194560,0.1,0.9,7,5,-0.005381362803746015,5.237872049212456,1.6480490565299988,728.0454590320587
196608,0.05,0.95,7,5,-0.010800449235830456,2.710792250931263,1.5752012208104134,734.9210681915283
198656,0.05,0.95,7,5,-0.011921666213311255,5.295753002166748,1.5825734212994576,742.8013150691986
200704,0.05,0.95,7,5,-0.0011935034417547286,11.913207292556763,1.6367995589971542,750.7336225509644
202752,0.05,0.95,7,5,-0.013123552780598402,1.0561181418597698,1.6734641268849373,919.1653473377228
204800,0.0,1.0,7,5,-0.0018057929119095206,28.698344230651855,1.6396019607782364,926.0272390842438
206848,0.05,0.95,7,5,-0.006446793326176703,4.96145798265934,1.6418987140059471,933.2847027778625
208896,0.15,0.9,7,5,-0.0028567875851877034,9.32735025882721,1.611403688788414,940.9325444698334
210944,0.4,0.9,8,5,-0.000695434573572129,24.676361978054047,1.5790331065654755,948.4574971199036
212992,0.3,0.95,8,5,-0.010388900758698583,1.2453116066753864,1.677750788629055,956.316784620285
215040,0.1,0.95,8,5,0.0014208761567715555,33.938565611839294,1.629077598452568,964.5249543190002
217088,0.15,0.9,8,5,-0.0032153940410353243,25.343446850776672,1.6451231092214584,972.5363566875458
219136,0.15,0.9,8,5,-0.01108064444269985,2.482356019318104,1.6654341891407967,980.2210063934326
221184,0.0,1.0,7,5,-0.005467046343255788,5.657661288976669,1.6595981493592262,988.6235458850861
223232,0.0,1.0,7,5,-0.005541334307054058,2.5542261078953743,1.6842294409871101,996.888462305069
225280,0.0,1.0,7,5,-0.010390534764155746,1.8854394853115082,1.6615015119314194,1004.9822545051575
227328,0.0,1.0,7,5,-0.00840725633315742,3.3205594420433044,1.6481273621320724,1012.2331874370575
229376,0.0,1.0,7,5,-0.014035459083970636,1.9555310234427452,1.6536762937903404,1019.5704569816589
231424,0.0,1.0,7,5,-0.012599470734130591,0.7801211886107922,1.7032421827316284,1027.6148314476013
233472,0.05,0.95,7,5,-0.002023080684011802,17.43444514274597,1.6658964678645134,1035.6863849163055
235520,0.05,0.95,7,5,-0.016041594673879445,1.6114755272865295,1.6889228895306587,1043.7423422336578
237568,0.1,0.9,7,5,-0.00854059777338989,9.234953552484512,1.6690900400280952,1050.943033695221
239616,0.2,0.85,7,5,-0.005102092167362571,7.5796138644218445,1.6670547872781754,1058.347458600998
241664,0.2,0.85,7,5,-0.003684402472572401,3.8220100477337837,1.6954448968172073,1066.1935925483704
243712,0.15,0.95,8,5,-0.0027104123146273196,22.404930770397186,1.7025980055332184,1073.1906068325043
245760,0.2,0.9,8,5,-0.006716230127494782,7.714176267385483,1.6817772388458252,1080.0037777423859
247808,0.05,0.95,8,5,-0.013167876371880993,1.6141808703541756,1.6823038086295128,1088.192955493927
249856,0.05,0.95,8,5,-0.0007364751654677093,27.505279660224915,1.6924018189311028,1096.690702676773
251904,0.05,0.95,8,5,-0.007546160544734448,2.5431811809539795,1.674094244837761,1104.8139052391052
253952,0.0,1.0,8,5,-0.0073035954555962235,3.01666659116745,1.6783074215054512,1112.1460494995117
256000,0.05,0.95,8,5,-0.004693649127148092,9.245739042758942,1.649863712489605,1120.3469021320343
258048,0.05,0.95,8,5,-0.0076476039830595255,3.0964922979474068,1.6512988060712814,1128.4101965427399
260096,0.1,0.9,8,5,-0.0025317218678537756,3.1959968134760857,1.640298917889595,1135.6738262176514
262144,0.05,0.95,8,5,-0.003410232689930126,6.5190571546554565,1.6084840670228004,1143.426650762558
264192,0.2,0.9,9,5,-0.005098290712339804,25.53930151462555,1.6405316516757011,1150.941377878189
266240,0.25,0.85,9,5,-0.003290023363661021,12.34063209593296,1.625271923840046,1158.9229497909546
268288,0.2,0.85,9,5,-0.0066751675913110375,17.16061645746231,1.6423373073339462,1165.1105451583862
270336,0.2,0.9,9,5,-0.0033840129617601633,16.00115743279457,1.6488760560750961,1172.4780411720276
272384,0.1,0.95,9,5,-0.004217524052364752,7.319559216499329,1.6662568971514702,1180.5939123630524
274432,0.1,0.95,9,5,-0.00327779701910913,28.098677396774292,1.677441619336605,1188.5133123397827
276480,0.1,0.95,9,5,-0.00542427966138348,3.630589783191681,1.6898517832159996,1195.5781517028809
278528,0.0,1.0,9,5,-0.004590966855175793,19.74164444208145,1.6884829476475716,1203.5744705200195
280576,0.0,1.0,9,5,-0.01132150657940656,1.9590667337179184,1.7000454515218735,1211.5929310321808
282624,0.2,0.95,10,5,9.304404375143349e-05,79.69620251655579,1.6741549223661423,1218.6286282539368
284672,0.25,0.9,10,5,-0.004469478793907911,26.75430518388748,1.6651528030633926,1225.5048775672913
286720,0.1,0.9,10,5,-0.005669405509252101,7.444620847702026,1.68986064940691,1232.7815437316895
288768,0.05,0.95,10,5,-0.003275875118561089,5.473665356636047,1.6514595597982407,1240.797245979309
290816,0.1,0.9,10,5,-0.006568882847204804,10.87705174088478,1.6752895712852478,1249.145817041397
292864,0.05,0.95,10,5,-0.00626957236090675,6.861109703779221,1.6637490540742874,1257.0328471660614
294912,0.05,0.95,10,5,-0.013583725754870102,1.1405539102852345,1.6936178877949715,1264.626980304718
296960,0.05,0.95,10,5,-0.0012537148431874812,34.50535190105438,1.679835744202137,1270.8133158683777
299008,0.2,0.85,10,5,-0.0023565245210193098,10.918287068605423,1.6675655916333199,1277.5006551742554
301056,0.3,0.85,11,5,-0.0013984572724439204,13.566911101341248,1.6501216664910316,1285.3438980579376
303104,0.15,0.95,11,5,-0.011722493451088667,3.2133208885788918,1.6910568699240685,1292.5033948421478
305152,0.0,1.0,11,5,-0.002006754861213267,13.219845563173294,1.6681880503892899,1300.1681530475616
307200,0.0,1.0,11,5,-0.0070885574677959085,4.735923558473587,1.6530962884426117,1307.7187936306
309248,0.05,0.95,11,5,-0.007507566857384518,9.556012243032455,1.6577266454696655,1315.4427347183228
311296,0.1,0.9,11,5,-0.002938836347311735,19.92657697200775,1.6777964532375336,1323.791809797287
313344,0.05,0.95,11,5,-0.01282912481110543,4.0512856394052505,1.6809583753347397,1331.079300403595
315392,0.0,1.0,11,5,-0.008569783298298717,2.5337432995438576,1.68206225335598,1337.7448666095734
317440,0.05,0.95,11,5,-0.001675410196185112,22.251220703125,1.6431303769350052,1345.3685524463654
319488,0.05,0.95,11,5,-0.003499821643345058,11.880792319774628,1.6455672606825829,1353.173564195633
321536,0.0,1.0,11,5,-0.004849369230214506,9.849396228790283,1.6504608914256096,1360.89515542984
323584,0.05,0.95,11,5,-0.00579608092084527,13.344473987817764,1.6650111600756645,1368.1976189613342
325632,0.1,0.9,11,5,-0.00554039137205109,15.590527474880219,1.6781276315450668,1375.987604856491
327680,0.05,0.95,11,5,-0.006849872559541836,7.019528716802597,1.6421439871191978,1384.246144771576
329728,0.2,0.9,11,5,-0.0020109377801418304,12.692332535982132,1.6707583665847778,1390.4325046539307
331776,0.15,0.95,11,5,-0.005847930646268651,4.60037949681282,1.655251495540142,1397.8879716396332
333824,0.05,0.95,11,5,-0.005202390719205141,11.53025770187378,1.65760587900877,1404.8511908054352
335872,0.05,0.95,11,5,-0.006094966665841639,15.274809330701828,1.6541772186756134,1412.8393259048462
337920,0.25,0.95,11,5,-0.0042926820169668645,34.067705035209656,1.65756356716156,1420.1309118270874
339968,0.5,0.9,11,5,-0.0014582631411030889,76.10165905952454,1.6697186529636383,1427.2519960403442
342016,0.25,0.95,11,5,-0.011314105242490768,4.463631987571716,1.6886127442121506,1434.9321539402008
344064,0.1,0.95,11,5,-0.0007590533932670951,21.02646094560623,1.6699212044477463,1443.4662613868713
346112,0.15,0.9,11,5,-0.002357942023081705,37.04957902431488,1.6393952891230583,1451.0969507694244
348160,0.15,0.9,11,5,-0.004858965752646327,13.279467821121216,1.6631228253245354,1459.6024289131165
350208,0.2,0.9,11,5,-0.0016085797687992454,50.3312771320343,1.6255791410803795,1467.390166759491
352256,0.3,0.8,11,5,-0.0030663199140690267,16.444844603538513,1.6453159153461456,1474.7885200977325
354304,0.35,0.8,11,5,-0.0026883918908424675,20.731884241104126,1.629993885755539,1483.0327122211456
356352,0.25,0.9,11,5,-0.00650494487490505,6.651850640773773,1.6164862364530563,1490.2573428153992
358400,0.25,0.9,11,5,-0.012433645664714277,1.4838200807571411,1.6770088151097298,1497.713283777237
360448,0.15,0.85,11,5,-0.002479161601513624,21.96416163444519,1.6344437822699547,1505.928414106369
362496,0.25,0.75,11,5,-0.0018603670469019562,35.34650802612305,1.6418502181768417,1514.0658490657806
364544,0.2,0.8,11,5,-0.004261910275090486,8.934586107730865,1.6706042736768723,1522.1009466648102
366592,0.25,0.8,11,5,-0.004789387458004057,32.733068227767944,1.6976099088788033,1529.1418483257294
368640,0.25,0.8,11,5,-0.007192796096205711,14.608677059412003,1.6868669912219048,1537.0819425582886
370688,0.15,0.9,11,5,-0.0022790157236158848,38.789830923080444,1.671812854707241,1544.5464050769806
372736,0.15,0.9,11,5,-0.0036555483238771558,17.467011094093323,1.662347950041294,1551.9298527240753
374784,0.05,0.95,11,5,-0.009703345072921365,26.31266689300537,1.687867484986782,1559.4407694339752
376832,0.05,0.95,11,5,-0.00820469157770276,1.2328803949058056,1.6996844187378883,1567.81645321846
378880,0.15,0.9,11,5,0.004745170474052429,36.10177969932556,1.5977700427174568,1576.123862028122
380928,0.25,0.85,11,5,-0.002448407612973824,16.247224807739258,1.6472442969679832,1583.7327103614807
382976,0.35,0.75,11,5,-0.007035722024738789,24.72458153963089,1.6392883956432343,1592.1017065048218
385024,0.2,0.85,11,5,-0.007399299123790115,4.3430488258600235,1.6546905413269997,1599.5177392959595
387072,0.0,1.0,11,5,-0.009359158284496516,1.9832857474684715,1.6418274939060211,1607.6868481636047
389120,0.05,0.95,11,5,-0.006563232425833121,12.708866208791733,1.5897012129426003,1614.1846475601196
391168,0.2,0.85,11,5,-0.001322640193393454,26.70287162065506,1.5645766481757164,1621.409343957901
393216,0.15,0.9,11,5,-0.0072283928748220205,6.38012620806694,1.5591230243444443,1628.5164501667023
395264,0.1,0.95,11,5,-0.016047258162871003,2.814908482134342,1.5754010751843452,1636.1645283699036
397312,0.25,0.95,11,5,-0.0031334460363723338,26.062072277069092,1.543922334909439,1642.7741694450378
399360,0.35,0.85,11,5,-0.006507435406092554,20.92715573310852,1.6027488261461258,1650.4075694084167
401408,0.4,0.8,11,5,-0.0075589564512483776,5.083395376801491,1.6021184474229813,1658.4738790988922
403456,0.2,0.85,11,5,-0.003934974200092256,23.15662318468094,1.6511650532484055,1826.8369977474213
405504,0.15,0.9,11,5,-0.006936003279406577,2.27332304418087,1.6432222127914429,1833.8923799991608
407552,0.2,0.9,11,5,-0.0022082830546423793,24.771061301231384,1.5906293466687202,1841.8379304409027
409600,0.1,0.95,11,5,-0.0010413052514195442,24.629172444343567,1.6483399718999863,1849.2713344097137
411648,0.0,1.0,11,5,-0.006183988589327782,6.884640842676163,1.5337564051151276,1856.267132282257
413696,0.35,0.85,12,5,-0.0004576121864374727,60.58006310462952,1.6176155284047127,1863.3770616054535
415744,0.5,0.75,12,5,-0.004030423064250499,32.45623755455017,1.6135599091649055,1871.316371679306
417792,0.35,0.8,12,5,-0.0001263963058590889,36.01147973537445,1.546727031469345,1878.5154905319214
419840,0.4,0.8,12,5,-0.009270614245906472,12.634868144989014,1.610973283648491,1886.2485039234161
421888,0.45,0.8,12,5,-0.0016460100305266678,87.94331789016724,1.5809743106365204,1894.2798500061035
423936,0.4,0.85,12,5,-0.008485647791530937,2.7527452558279037,1.6192907243967056,1902.202936887741
425984,0.35,0.85,12,5,-0.0053819263994228095,12.090552568435669,1.571313053369522,1909.854582309723
428032,0.05,0.95,12,5,-0.007332343084271997,3.321697250008583,1.5925580561161041,1916.526564836502
430080,0.35,0.9,13,5,0.0006210699211806059,91.4386396408081,1.620501421391964,1923.2856838703156
432128,0.35,0.9,13,5,-0.007298831362277269,3.6634475886821747,1.6295993253588676,1931.1654605865479
434176,0.3,0.95,13,5,-0.006204562669154257,9.679578721523285,1.4832791909575462,1939.4268867969513
436224,0.05,0.95,13,5,-0.008486600767355412,9.770690023899078,1.6533227264881134,1947.2378251552582
438272,0.1,0.9,13,5,-0.002695502946153283,23.47318559885025,1.6264532953500748,1955.4918928146362
440320,0.15,0.85,13,5,-0.0007640791882295161,22.759867012500763,1.6263211816549301,1963.424332857132
442368,0.15,0.85,13,5,-0.014105322276009247,1.1199698559939861,1.6759083122015,1970.8263883590698
444416,0.1,0.9,13,5,-0.005259730271063745,14.172570824623108,1.6790632531046867,1978.8750250339508
446464,0.05,0.95,13,5,-0.006874520797282457,9.004516646265984,1.6337469890713692,1987.4563376903534
448512,0.05,0.95,13,5,-0.009103638352826238,4.691663220524788,1.4560188576579094,1995.801349401474
450560,0.1,0.9,13,5,-0.003358792222570628,5.622147962450981,1.636703982949257,2003.7609543800354
452608,0.05,0.95,13,5,-0.014212840585969388,2.3723211139440536,1.6420716121792793,2011.9575989246368
454656,0.3,0.9,13,5,-0.0033429390750825405,26.719536304473877,1.6866446807980537,2019.5015728473663
456704,0.25,0.95,13,5,-0.013675695430720225,1.3917020559310913,1.6762955486774445,2027.6570117473602
458752,0.25,0.95,13,5,-0.005085787706775591,3.2562134340405464,1.6624528616666794,2035.5280106067657
460800,0.0,1.0,13,5,-0.004282384703401476,10.491223737597466,1.6211082860827446,2043.2610564231873
462848,0.25,0.9,13,5,-0.003232659015338868,33.77171093225479,1.6500250771641731,2051.0264899730682
464896,0.25,0.9,13,5,-0.0027142830076627433,9.660264983773232,1.6534180790185928,2058.79719042778
466944,0.05,0.95,13,5,-0.001180305436719209,52.98839282989502,1.6049335151910782,2067.0952863693237
468992,0.15,0.9,13,5,-0.0034181008813902736,17.486320793628693,1.6609039679169655,2074.946310520172
471040,0.4,0.75,13,5,-0.0035113446647301316,56.91456723213196,1.6412614211440086,2082.6333549022675
473088,0.25,0.85,13,5,-0.005889694322831929,4.838219255208969,1.6137949973344803,2090.89101934433
475136,0.25,0.85,13,5,-0.007246555469464511,8.196885496377945,1.6492041125893593,2098.576801776886
477184,0.1,0.9,13,5,-0.009537036996334791,6.126185238361359,1.6416548639535904,2106.3335378170013
479232,0.25,0.85,13,5,-0.0008889466407708824,35.85978591442108,1.632983848452568,2113.9293959140778
481280,0.35,0.75,13,5,-0.0009888247586786747,50.65880084037781,1.5861185789108276,2122.0597603321075
483328,0.2,0.8,13,5,-0.006461491284426302,5.925503104925156,1.6026707515120506,2129.340190410614
485376,0.15,0.85,13,5,-0.005957239482086152,11.861272692680359,1.6744294464588165,2137.5189666748047
487424,0.05,0.95,13,5,-0.004748351813759655,15.310079008340836,1.6680379062891006,2145.23259806633
489472,0.1,0.9,13,5,-0.005462717963382602,18.1550994515419,1.6203239187598228,2153.8154816627502
491520,0.1,0.9,13,5,-0.00560299662174657,32.549989104270935,1.6621794775128365,2161.8392417430878
493568,0.05,0.95,13,5,-0.012446762528270483,4.76651157438755,1.6454464569687843,2169.4677629470825
495616,0.1,0.95,13,5,0.0019146176637150347,46.5806405544281,1.5711308866739273,2176.5052902698517
497664,0.35,0.85,13,5,-0.0030574869888368994,32.77708435058594,1.5776706114411354,2183.8136236667633
499712,0.25,0.9,13,5,-0.009168504970148206,1.5097363702952862,1.592039316892624,2191.2093188762665
501760,0.15,0.95,13,5,-0.012791499146260321,2.413671225309372,1.5854628905653954,2198.288395881653
503808,0.0,1.0,13,5,-0.006921034131664783,5.320555463433266,1.5454942509531975,2205.8758046627045
505856,0.05,0.95,13,5,-0.004085031367139891,16.67667728662491,1.599340833723545,2213.734985113144
507904,0.05,0.95,13,5,-0.010326966701541096,3.6351223587989807,1.615868203341961,2221.111732006073
509952,0.05,0.95,13,5,-0.0018642909126356244,15.318022549152374,1.5054318234324455,2229.584159374237
512000,0.05,0.95,13,5,-0.009233744174707681,5.237308576703072,1.5593759641051292,2236.5749616622925
514048,0.1,0.9,13,5,-0.008117138291709125,6.665810793638229,1.5465754941105843,2243.4798860549927
516096,0.05,0.95,13,5,-0.0072623131854925305,5.216622859239578,1.5104643553495407,2249.1813719272614
518144,0.1,0.95,13,5,-0.0024572545662522316,21.211927354335785,1.5305182114243507,2255.8815834522247
520192,0.3,0.8,13,5,-0.0031487977830693126,33.056265354156494,1.4484292566776276,2262.4257442951202
522240,0.25,0.8,13,5,-0.005717149644624442,14.230169773101807,1.5441871359944344,2269.06991815567
524288,0.15,0.9,13,5,-0.0037149121635593474,14.672891199588776,1.5535555258393288,2275.830812692642
526336,0.15,0.95,13,5,-0.0030715212342329323,31.74940276145935,1.5857741236686707,2282.9674706459045
528384,0.2,0.9,13,5,-0.003453545563388616,13.751702070236206,1.610591046512127,2291.222099304199
530432,0.25,0.85,13,5,-0.006416399497538805,6.824180588126183,1.5514447838068008,2298.455152988434
532480,0.2,0.8,13,5,-0.003985173476394266,27.13323950767517,1.526719592511654,2305.0213260650635
534528,0.2,0.85,13,5,-0.003945561649743468,5.938615068793297,1.5519023090600967,2312.3044114112854
536576,0.25,0.8,13,5,-0.00349287164863199,46.34496819972992,1.535882644355297,2319.428421497345
538624,0.05,0.95,13,5,-0.009698168898466974,1.7034052833914757,1.5375167950987816,2327.9211695194244
540672,0.0,1.0,13,5,-0.013984553574118763,3.187519907951355,1.5257301852107048,2336.0929548740387
542720,0.0,1.0,13,5,-0.008431325462879613,4.50526624917984,1.5253988653421402,2344.41180062294
544768,0.2,0.9,13,5,0.004513210034929216,28.036924958229065,1.5451544895768166,2352.032565355301
546816,0.25,0.85,13,5,-0.005534063850063831,13.93607211112976,1.5667862966656685,2360.3063480854034
548864,0.05,0.95,13,5,-0.006067479262128472,6.60556198656559,1.562106765806675,2367.6902334690094
550912,0.1,0.9,13,5,-0.004281057859770954,29.234177708625793,1.5650633051991463,2375.40474486351
552960,0.05,0.95,13,5,-0.007782753265928477,2.084381878376007,1.541433446109295,2382.461336374283
555008,0.0,1.0,13,5,-0.015910324873402715,3.853932112455368,1.4459932297468185,2389.4813849925995
557056,0.15,0.85,13,5,0.0015332504990510643,27.332857608795166,1.5656229332089424,2397.6237304210663
559104,0.2,0.8,13,5,-0.0042449814500287175,10.247841328382492,1.597633957862854,2405.5653388500214
561152,0.2,0.8,13,5,-0.004742194607388228,10.70326143503189,1.469691701233387,2412.8379085063934
