epoch,train_loss,train_acc,val_loss,val_acc,elapsed_s
1,1.454314019635459,0.4669702832943925,1.2845761430913751,0.4973818181818182,4.4432008266448975
2,1.2069566483809568,0.5233462324766355,1.2108533002333208,0.4973090909090909,3.3291306495666504
3,1.1320313577340029,0.5470484082943925,1.171954724745317,0.5152727272727273,3.3144404888153076
4,1.087271225229602,0.5601635514018691,1.1479319749832153,0.5352,3.3439388275146484
5,1.0580829373586957,0.5667621933411215,1.151187813689492,0.5279272727272727,3.3893816471099854
6,1.0367299159553562,0.575642523364486,1.1274291309009898,0.5356363636363637,3.416412353515625
7,1.0149353614477354,0.5802332797897196,1.1292846229033036,0.5354181818181818,3.283416271209717
8,0.9972719026503162,0.5854720356308412,1.1276238564751364,0.5357818181818181,3.3100244998931885
9,0.9801206555321952,0.591696480724299,1.133644961461154,0.5207272727272727,3.1413979530334473
10,0.9704226857033845,0.594890844042056,1.1151694454193115,0.5509090909090909,3.2810535430908203
11,0.9559107350411816,0.5985597984813084,1.1295706731449473,0.5392,3.3160483837127686
12,0.9431266767956387,0.6009053738317757,1.1297556874708696,0.5309090909090909,3.2443573474884033
13,0.9355903045039311,0.6054322429906542,1.123272169043801,0.5411636363636364,3.2110698223114014
14,0.9252854814039213,0.6073032272196262,1.1270733224521983,0.5539636363636363,3.368746042251587
15,0.9147138581654736,0.6098313376168224,1.1291005235151812,0.5454545454545454,3.3447532653808594
16,0.9034363527164281,0.6140478971962616,1.1520497185967185,0.5060363636363636,3.348231792449951
17,0.8957989859246762,0.617817245911215,1.136676457751881,0.5296727272727273,3.249866008758545
18,0.883251340032738,0.6219242844626168,1.1355333003997803,0.5385454545454545,3.300966739654541
19,0.877499819637459,0.6230286214953271,1.1400610669916327,0.5295272727272727,3.271623134613037
20,0.8711598548933724,0.6247170706775701,1.1355332666917282,0.5413818181818182,3.3840487003326416
21,0.8644428606902328,0.6260495765186916,1.1509648606040261,0.5178181818181818,3.335071086883545
22,0.8535231569102991,0.6298919392523364,1.142276864710721,0.5512,3.247957229614258
